lattice,version,AR,Asp,CA,EC,EL,EO,KSM,NP,NEO,NR,NU,energy,hand,additive
28,sup_inf_doubly,0.6579755070444211,0.9639680762186312,1.0,1.0,0.9201862132362252,0.2815068334280224,0.8852403434389398,0.875,1.0,0.3111575525588375,0.8571428571428572,1561.2369073072505,2.76,True
28,dim_draw,0.5825312252341293,0.8333333333333336,1.0,1.0,0.7379252045835127,0.248107375659806,0.8030356326436043,0.6666666666666666,1.0,0.1666666666666666,0.7142857142857143,1818.9607528287727,1.64,True
28,dim_flux,0.64841159098583,0.9452040388122028,1.0,1.0,0.9238178764531356,0.2863367493411759,0.8863527795643853,0.875,1.0,0.3206220092440808,0.8571428571428572,1573.9278333692528,2.65,True
29,hand_drawn,0.5935835209054994,0.8,1.0,1.0,0.7978243857009885,0.1878329581890012,0.8001736802685522,0.875,1.0,0.2382615347721177,0.7142857142857143,1926.3392305011528,0.0,True
29,sup_inf_attribute,0.7339812296087973,0.8452006860590353,1.0,1.0,0.9388092898511452,0.3167275794739207,0.862829849913073,0.875,1.0,0.3179092570642343,0.7142857142857143,1731.5004713816468,2.53,True
29,sup_inf_doubly,0.6254713955390333,0.7032905296742086,1.0,1.0,0.9564884609748856,0.3798502571047579,0.8729292594685093,0.875,1.0,0.3012476394087214,0.5714285714285714,1800.1153982113076,2.41,True
29,dim_draw,0.5935835209054996,0.8333333333333336,1.0,1.0,0.7586003559306363,0.233678406471654,0.7958121107449005,0.6666666666666666,1.0,0.1666666666666668,0.7142857142857143,1966.3244004685075,1.16,True
29,dim_flux,0.6418236745515402,0.7379705911662394,1.0,1.0,0.9372786312204584,0.3444150259454236,0.870652537748154,0.875,1.0,0.2843350206284816,0.8571428571428572,1788.360936311457,2.28,True
30,hand_drawn,0.4166666666666666,0.6666666666666666,1.0,1.0,0.8739280816353339,0.3333333333333333,0.7959498571629682,0.4545454545454545,1.0,0.3333333333333333,0.7142857142857143,2119.118779485133,0.0,True
30,sup_inf_attribute,0.7434286608987104,0.852015865924458,1.0,1.0,0.7994621371133956,0.21858565975584,0.7783373774064939,0.6,1.0,0.2933122185701513,0.5714285714285714,1797.050136986715,2.30,True
30,sup_inf_doubly,0.5833606733142573,0.9378115601255882,1.0,1.0,0.916464393209474,0.4085397202106829,0.8361004881725849,0.6,1.0,0.4401048974949141,0.7142857142857143,1763.8713949607256,1.46,True
30,dim_draw,0.6038337084776657,0.9999999999999998,1.0,1.0,0.8241865807184588,0.1926141302802718,0.8106427962959374,0.6,1.0,0.3004626062886656,0.7142857142857143,1916.3456610746966,0.93,True
30,dim_flux,0.5802795664286076,0.9174141372084468,1.0,1.0,0.910664243268564,0.3965852747777433,0.8332665905917203,0.6,1.0,0.4243559453270401,0.8571428571428572,1789.8334656818865,1.45,True
31,hand_drawn,0.5,1.0,1.0,1.0,0.90228625680125,0.2222222222222222,0.7690823238023474,0.5238095238095238,1.0,0.3162277660168379,0.7142857142857143,2038.2796268255454,0.0,True
31,sup_inf_attribute,0.5806292803164989,0.9416549893238342,1.0,1.0,0.860422392153304,0.4300221985438592,0.76435359768106,0.5238095238095238,1.0,0.2605563500659603,0.7142857142857143,2128.0503740839827,1.44,True
31,sup_inf_doubly,0.502800480193409,0.8735785560537968,1.0,1.0,0.8870154518465581,0.2652070490752528,0.776211224705903,0.6,1.0,0.2559055799794037,0.7142857142857143,1883.8381572563198,0.92,True
31,dim_draw,0.4830124900936516,0.9999999999999998,1.0,1.0,0.8025113917588065,0.2627203510738101,0.775778521871196,0.5238095238095238,1.0,0.2963744891819093,0.7142857142857143,2035.027865535177,2.08,True
31,dim_flux,0.505898269504159,0.9482967867201014,1.0,1.0,0.8975478353931683,0.2442944944063063,0.7697950436675407,0.5238095238095238,1.0,0.2755370810614973,0.7142857142857143,1971.8718746054594,0.45,True
32,hand_drawn,0.5,0.75,1.0,1.0,0.8952344922370775,0.2409665529398267,0.7515376432048144,0.5,1.0,0.2425356250363329,0.7142857142857143,3230.295854164717,0.0,True
32,sup_inf_attribute,0.5844818865087718,0.8461639893507386,1.0,1.0,0.8848885883733291,0.4259797898330133,0.7954557975896765,0.6363636363636364,1.0,0.3126530344845757,0.8571428571428572,2834.844397382649,1.38,True
32,sup_inf_doubly,0.5360798213685565,0.9833688371508216,1.0,1.0,0.8871060769596626,0.2776328729886548,0.8080209269976886,0.5,1.0,0.2655906043443476,0.7142857142857143,2624.331575113661,2.00,True
32,dim_draw,0.4911671385559327,0.9999999999999998,1.0,1.0,0.7317767155724015,0.2482096966936169,0.7568264213479194,0.5,1.0,0.2568848919569541,0.7142857142857143,2844.9034389867716,2.73,True
32,dim_flux,0.5357081592195961,0.9754588093752268,1.0,1.0,0.8943087248495528,0.3136130120947763,0.8083029519569451,0.5,1.0,0.2623535829582317,0.7142857142857143,2672.0152194244097,1.90,True
33,hand_drawn,0.625,0.75,1.0,1.0,0.9376418836425944,0.125,0.8953381309828916,0.7647058823529411,1.0,0.2425356250363329,0.5714285714285714,1933.2728248426474,0.0,True
33,sup_inf_attribute,0.595420864086915,0.6476310439314308,1.0,1.0,0.9517284045187124,0.1635587969213743,0.8801073150777636,0.7647058823529411,1.0,0.2741323606667851,0.5714285714285714,2065.1070740337905,0.68,True
33,sup_inf_doubly,0.5954208038874466,0.6095651944810846,1.0,1.0,0.9517285250757118,0.2714566145790139,0.8801072765714315,0.7647058823529411,1.0,0.2741324883960124,0.5714285714285714,2101.059560640218,0.98,True
33,dim_draw,0.5464588022637484,0.6666666666666667,1.0,1.0,0.7896265500686627,0.2506659163780025,0.8649177071746188,0.7647058823529411,1.0,0.1666666666666666,0.5714285714285714,2147.2205847301507,1.67,True
33,dim_flux,0.5954207850310014,0.6143245897479868,1.0,1.0,0.951728450285034,0.2577701879312567,0.8801072838188833,0.7647058823529411,1.0,0.2741324568732964,0.5714285714285714,2097.323667102324,0.92,True
34,hand_drawn,0.6666666666666667,1.0,1.0,1.0,1.0,0.0,0.8708330921553339,0.8,1.0,0.3162277660168379,0.7142857142857143,2654.0347232590557,0.0,False
34,sup_inf_attribute,0.6666666756308767,0.8965344884057226,1.0,1.0,0.932937051650026,0.1268150637901708,0.8494296897265704,0.8,1.0,0.281816790574894,0.4285714285714286,2793.0887547435627,0.88,True
34,sup_inf_doubly,0.6666666684562963,0.8649045577620752,1.0,1.0,0.9329370505784884,0.1679691987193872,0.8494296873124597,0.8,1.0,0.2818167871442325,0.7142857142857143,2829.5360379229314,1.10,True
34,dim_draw,0.621366640249738,0.8571428571428573,1.0,1.0,0.7237418541230739,0.19697180105569,0.8425080542078991,0.5,1.0,0.2575393768188562,0.8571428571428572,2935.057472113227,3.03,True
34,dim_flux,0.6666666720657748,0.862742021660108,1.0,1.0,0.9329370427256884,0.170821860228264,0.8494296844151792,0.8,1.0,0.2818167823952391,0.7142857142857143,2831.954337062266,1.12,True
35,hand_drawn,0.75,0.75,1.0,1.0,1.0,0.0,0.8941783121458777,0.8,1.0,0.3535533905932738,0.8571428571428572,2795.1785424274144,0.0,False
35,sup_inf_attribute,0.7044582305110585,0.6838676821910505,1.0,1.0,0.9816882916859678,0.1604242405093284,0.8905818734138202,0.8,1.0,0.3233237647930732,0.8571428571428572,2977.7490141426456,0.92,True
35,sup_inf_doubly,0.7044582751310831,0.6574395413432441,1.0,1.0,0.981688291921178,0.0973740305133669,0.8905818937194392,0.8,1.0,0.3233238164576049,0.8571428571428572,2991.5093088560448,0.73,True
35,dim_draw,0.6871670418109989,0.7142857142857144,1.0,1.0,0.8308482306371947,0.1005327331024021,0.8750791508411788,0.8,1.0,0.2575393768188563,0.8571428571428572,3030.3999287681877,1.06,True
35,dim_flux,0.704458298436444,0.6573529181689065,1.0,1.0,0.9816883212593552,0.0973740453524085,0.8905819018806949,0.8,1.0,0.3233238361520581,0.8571428571428572,2991.5093759692368,0.73,True
36,hand_drawn,0.6666666666666667,1.0,1.0,1.0,0.859375,0.0,0.8216699198992292,0.6363636363636364,1.0,0.3535533905932738,0.7142857142857143,2683.265921247724,0.0,True
36,sup_inf_attribute,0.6985487632957921,0.9735010660101164,1.0,1.0,0.892003425619173,0.3014273468808083,0.8342212445730233,0.6363636363636364,1.0,0.3295764066931202,0.8571428571428572,2552.959607436603,1.95,True
36,sup_inf_doubly,0.6119180768762438,0.9244484418536651,1.0,1.0,0.9577546487799884,0.2324697762282871,0.8706784819854804,0.8,1.0,0.3762969860411801,0.8571428571428572,2497.709967480829,1.87,True
36,dim_draw,0.6352501875721661,0.9999999999999998,1.0,1.0,0.8299256391292523,0.0934664439471483,0.8115991289034333,0.6363636363636364,1.0,0.2568848919569542,0.5714285714285714,2761.4069477157145,1.32,True
36,dim_flux,0.6136553168582437,0.9245694558323628,1.0,1.0,0.9549849614943804,0.225644763339748,0.8691046382341816,0.8,1.0,0.3720821784065704,0.8571428571428572,2504.548727741309,1.85,True
37,hand_drawn,0.75,1.0,1.0,1.0,1.0,0.0,0.8956279927895856,0.75,1.0,0.3535533905932738,1.0,3793.324979986811,0.0,True
37,sup_inf_attribute,0.749999883956074,0.9999997569535152,1.0,1.0,0.9999999776068704,0.0002358204787823,0.8956279927895432,0.75,1.0,0.3535533382238404,1.0,3793.3253729657786,0.00,True
37,sup_inf_doubly,0.7500000181062232,0.9999999681619484,1.0,1.0,0.9999999989890616,0.0003539523704324,0.8956279927895848,0.75,1.0,0.3535533844868209,1.0,3793.3247745604035,0.00,True
37,dim_draw,0.75,0.9999999999999998,1.0,1.0,0.9999999999999998,1.1102230246251563e-16,0.8956279927895856,0.75,1.0,0.3535533905932736,1.0,3793.324979986811,0.00,True
37,dim_flux,0.7500000004370146,0.999999999392912,1.0,1.0,0.9999999999999998,1.5838558242720067e-09,0.8956279927895856,0.75,1.0,0.3535533904859546,1.0,3793.324978843908,0.00,True
38,hand_drawn,0.375,0.625,1.0,1.0,0.8167002003688882,0.4,0.7237187926035902,0.3846153846153846,1.0,0.25,0.5714285714285714,3541.4259218258685,0.0,True
38,sup_inf_attribute,0.5174802483108443,0.8330999331424588,1.0,1.0,0.8757257820120548,0.4070288650447996,0.7984587445887541,0.5652173913043478,1.0,0.2895646788764495,0.7142857142857143,2950.52771554084,3.22,True
38,sup_inf_doubly,0.5068477893799951,0.9504059785285162,1.0,1.0,0.913817096807192,0.3020807486640583,0.798873901227475,0.5652173913043478,1.0,0.2308137003619443,0.7142857142857143,2764.709014172434,3.80,True
38,dim_draw,0.5118704284699561,0.9999999999999998,1.0,1.0,0.7338855198111134,0.253229153274314,0.7550542830423066,0.5,1.0,0.2518226243734692,0.7142857142857143,2951.930729728591,2.23,True
38,dim_flux,0.509153371541812,0.8910115721897631,1.0,1.0,0.9197458963159278,0.3640442155651426,0.7996798029185065,0.5652173913043478,1.0,0.2321779772093551,0.8571428571428572,2809.010004975925,3.48,True
39,hand_drawn,0.5,0.5,1.0,1.0,0.8604595772145863,0.4166666666666666,0.7816132071090648,0.4482758620689655,1.0,0.25,0.875,4991.991965189413,0.0,True
39,sup_inf_attribute,0.6889480745597724,0.7872922033600206,1.0,1.0,0.9653238996665272,0.4303418818493731,0.8425348659331509,0.6153846153846154,1.0,0.3092033404399699,0.875,4038.677384916339,2.77,True
39,sup_inf_doubly,0.679525091964563,0.8432241174014866,1.0,1.0,0.9364712957563625,0.4071613030338018,0.8390682244720405,0.68,1.0,0.3034471957480657,0.875,3951.4573243767472,2.97,True
39,dim_draw,0.6111123538096437,0.9999999999999998,1.0,1.0,0.738639815837033,0.2260800394955505,0.8018424955981884,0.5555555555555556,1.0,0.2236067977499789,0.75,4101.673486420541,2.72,True
39,dim_flux,0.6812695409607048,0.8384149678980923,1.0,1.0,0.9378022863588612,0.4157556923132343,0.8393112963938714,0.68,1.0,0.3029848942323723,0.875,3956.327293485599,2.92,True
40,hand_drawn,0.4166666666666666,0.5,1.0,0.9767441860465116,0.8604595772145863,0.4166666666666666,0.7428530883209301,0.3125,1.0,0.25,0.75,5419.282216240996,0.0,True
40,sup_inf_attribute,0.5136680815730663,0.7638125763452182,0.9366489622589884,0.9767441860465116,0.8980245992030973,0.2885916527800144,0.7614662152432937,0.4,1.0,0.229956282579483,0.75,4815.819669462908,2.45,True
40,sup_inf_doubly,0.5229373875531975,0.7263009460298968,0.9094306097014432,0.9767441860465116,0.8889570855395523,0.2826047888739494,0.7606066247411305,0.4,1.0,0.2314955022540839,0.75,4858.246041377668,2.40,True
40,dim_draw,0.5271522445641739,0.8750000000000002,0.8845682464947818,0.9767441860465116,0.7611259679207303,0.2872155016082769,0.7709934275863142,0.4482758620689655,1.0,0.2253469547164993,0.75,5031.834306250439,2.25,True
40,dim_flux,0.5251399493089186,0.693490657701388,0.9142461948123706,0.9767441860465116,0.8981522299324434,0.2997818903357706,0.7624646885339681,0.4,1.0,0.232129732252445,0.75,4940.468612537696,1.77,True
41,hand_drawn,0.475,0.5,1.0,0.9726027397260274,0.8626300335020142,0.4,0.7457111857566019,0.4285714285714285,1.0,0.25,0.6363636363636364,7575.646031452439,0.0,True
41,sup_inf_attribute,0.5571323073385083,0.8066364732490146,0.8942127013817457,0.9726027397260274,0.8912208773737247,0.3123889588824763,0.7676828582843922,0.5,1.0,0.2119110255524433,0.7272727272727273,6718.159450058642,2.84,True
41,sup_inf_doubly,0.5571323182609805,0.7744269123219643,0.8942126829254157,0.9726027397260274,0.8912208790851819,0.3383643641797039,0.7676828577282762,0.5,1.0,0.2119110200520386,0.7272727272727273,6791.759630907659,2.63,True
41,dim_draw,0.580310928816828,0.8888888888888891,0.8519496526456578,0.9726027397260274,0.7376999631780419,0.3911823590366807,0.7712236718210819,0.5,1.0,0.2003084041924436,0.5454545454545454,6951.1443793750395,2.80,True
41,dim_flux,0.557132312686252,0.7593047515045065,0.8942126963928785,0.9726027397260274,0.8912208667764349,0.3507465334686813,0.7676828609138833,0.5,1.0,0.2119110398603932,0.7272727272727273,6822.308074005981,2.54,True
42,hand_drawn,0.375,0.6666666666666666,1.0,1.0,0.866375464948417,0.375,0.7674005789776628,0.4285714285714285,1.0,0.3333333333333333,0.7142857142857143,1828.024263111472,0.0,True
42,sup_inf_attribute,0.5009149713661065,0.8024532740489858,1.0,1.0,0.7995649990897011,0.5047899429635697,0.7464455859219499,0.4285714285714285,1.0,0.2935643378033414,0.5714285714285714,1732.627277545807,2.17,True
42,sup_inf_doubly,0.4468671355463764,0.9402249288382404,1.0,1.0,0.8364303015051656,0.351613801488457,0.7818975335042062,0.6666666666666666,1.0,0.2893572560321307,0.7142857142857143,1622.0728207035418,1.96,True
42,dim_draw,0.2366084951781919,0.9999999999999998,1.0,1.0,0.7509018570377954,0.2955603949580362,0.7604473274006435,0.5789473684210527,1.0,0.1643989873053572,0.8571428571428572,1740.399324482564,1.86,True
42,dim_flux,0.2708647094322506,0.8742894200733271,1.0,1.0,0.7943832283470851,0.3343810392750636,0.7693920592078624,0.5789473684210527,1.0,0.2761420765312991,0.7142857142857143,1734.6326649424018,2.03,True
43,hand_drawn,0.5625,0.6666666666666666,1.0,1.0,0.8121320343559643,0.3,0.7612322995285343,0.44,1.0,0.2357022603955158,0.7142857142857143,3064.285837636976,0.0,True
43,sup_inf_attribute,0.6473663253292479,0.8234789351799081,1.0,1.0,0.8865066406932499,0.4549927585653581,0.8185519611409402,0.6363636363636364,1.0,0.2438025383563398,0.8571428571428572,2525.7052449374364,2.21,True
43,sup_inf_doubly,0.6568474683054761,0.988057432042268,1.0,1.0,0.9170038219223052,0.4355207726924021,0.8634901046838128,0.7142857142857143,1.0,0.3339599980713637,0.8571428571428572,2318.54210898553,3.45,True
43,dim_draw,0.5271796740647458,0.9999999999999996,1.0,1.0,0.7537278539463391,0.2545152100867756,0.7797038386191794,0.5652173913043478,1.0,0.1424940999758191,0.8571428571428572,2697.5941836122392,2.79,True
43,dim_flux,0.6770242171201973,0.996416776385898,1.0,1.0,0.9018358105618076,0.3560644193367989,0.8562058477601846,0.7142857142857143,1.0,0.3146911069857691,0.7142857142857143,2359.3922026651526,2.63,True
44,hand_drawn,0.46875,0.6666666666666666,1.0,0.9622641509433962,0.8223886142840454,0.3076923076923077,0.7228618242632472,0.2571428571428571,1.0,0.2357022603955158,0.875,4919.165709225446,0.0,True
44,sup_inf_attribute,0.4985274110907416,0.8271884835421586,0.941036758857918,0.9622641509433962,0.8380686861688367,0.4946671501407345,0.7507970185058712,0.4193548387096774,1.0,0.2871470131386748,0.75,4299.972358029185,2.59,True
44,sup_inf_doubly,0.521041422868785,0.819387356199402,0.88756538448016,0.9622641509433962,0.8469058178729671,0.4847457670659084,0.7528165707885771,0.375,1.0,0.3107863722191052,0.875,4310.803331117197,2.31,True
44,dim_draw,0.495786990399137,0.8750000000000003,0.8519496526456576,0.9622641509433962,0.7454754885803152,0.4384559240362584,0.7294254825217605,0.4193548387096774,1.0,0.125,0.625,4586.618679119762,2.70,True
44,dim_flux,0.5205103349448678,0.8050390505382052,0.8792482252448823,0.9622641509433962,0.8495151078902692,0.4698355413439207,0.7517092755326027,0.375,1.0,0.3009907798794883,0.875,4355.627156934077,2.05,True
45,hand_drawn,0.375,0.75,1.0,1.0,0.7261816034202261,0.375,0.7142265896941442,0.5,1.0,0.25,0.5714285714285714,2072.466903456376,0.0,True
45,sup_inf_attribute,0.4949494982703418,0.7992930488839624,1.0,1.0,0.8438527945210971,0.5651964492439276,0.7473959210468821,0.4285714285714285,1.0,0.3299856365112265,0.7142857142857143,1671.8020601088924,3.57,True
45,sup_inf_doubly,0.4264538332686617,0.826221013859133,1.0,1.0,0.8360912837507932,0.4775447012867129,0.7720124841439424,0.6666666666666666,1.0,0.3206986108488797,0.8571428571428572,1675.60015400636,2.57,True
45,dim_draw,0.375,0.9999999999999998,1.0,1.0,0.6858078122295765,0.3894166725843682,0.6603820030262861,0.5,1.0,0.1643989873053574,0.5714285714285714,2043.0764275162971,1.47,True
45,dim_flux,0.4142208225620218,0.8045520699127009,1.0,1.0,0.8367760390886502,0.4812372819615137,0.7715271176804007,0.6666666666666666,1.0,0.3214846756709131,0.8571428571428572,1693.271659778411,2.46,True
46,hand_drawn,0.4221247186417509,0.7500000000000001,1.0,1.0,0.7705542160224139,0.0734441513504745,0.6876444325600836,0.5238095238095238,1.0,0.2425356250363329,0.7142857142857143,1997.1398916703392,0.0,True
46,sup_inf_attribute,0.4997349450940033,0.8408356670151799,1.0,1.0,0.7639934335366544,0.3648320050152693,0.6887183646778992,0.4545454545454545,1.0,0.2813647483749834,0.5714285714285714,1969.54482102015,4.36,True
46,sup_inf_doubly,0.4476572004745049,0.9320216210448508,1.0,1.0,0.7911858659011657,0.4387686272839404,0.7249194580458622,0.4545454545454545,1.0,0.3031000029124464,0.5714285714285714,1895.8483596459093,4.44,True
46,dim_draw,0.5370187351404776,0.8571428571428571,1.0,1.0,0.751008096729367,0.2772175038956429,0.7016471159770776,0.4545454545454545,1.0,0.2568848919569541,0.7142857142857143,1977.180103864368,2.67,True
46,dim_flux,0.6043362774306076,0.9380036039447432,1.0,1.0,0.7862453475432648,0.3356766367403945,0.7200343512429827,0.5238095238095238,1.0,0.3108050896739608,0.5714285714285714,1956.9793782170752,2.73,True
47,hand_drawn,0.5625,0.6666666666666666,1.0,1.0,0.8121320343559643,0.3,0.7411260580687112,0.44,1.0,0.2357022603955158,0.7142857142857143,3109.036172667856,0.0,True
47,sup_inf_attribute,0.6137160136154115,0.844812674900387,1.0,1.0,0.8476822491581402,0.4432321970650947,0.7597133051525802,0.5,1.0,0.2543460791746139,0.8571428571428572,2646.8710611799133,1.88,True
47,sup_inf_doubly,0.6375989930781005,0.8822811440376931,1.0,1.0,0.8581745373679082,0.4312464301985633,0.783394929749494,0.5,1.0,0.287479351671238,0.7142857142857143,2533.0510967928963,1.83,True
47,dim_draw,0.5708941616161274,0.8749999999999999,1.0,1.0,0.738724687184153,0.2346196887685382,0.7481927323848498,0.5,1.0,0.2253469547164993,0.8571428571428572,2681.08496155748,1.87,True
47,dim_flux,0.6381529192337327,0.8811590261667039,1.0,1.0,0.8573710327140875,0.4376080881716163,0.7833250312186871,0.5,1.0,0.289322147873087,0.7142857142857143,2531.2791617524517,1.82,True
48,hand_drawn,0.375,0.75,1.0,1.0,0.7469397179297311,0.4,0.6717687105930782,0.3333333333333333,1.0,0.25,0.5714285714285714,3415.8927459005367,0.0,True
48,sup_inf_attribute,0.4707307854580633,0.9155320986891567,1.0,1.0,0.781488493770921,0.3368585006615302,0.729333626483037,0.5652173913043478,1.0,0.3154162223942602,0.8571428571428572,2608.5623471106633,3.49,True
48,sup_inf_doubly,0.589458420013794,0.79364415997811,1.0,1.0,0.8248017701796702,0.4853417417840289,0.7303106672486207,0.3846153846153846,1.0,0.308379049606628,0.7142857142857143,2806.0866108326786,2.82,True
48,dim_draw,0.5370187351404776,0.8749999999999999,1.0,1.0,0.694373807059927,0.256555818681552,0.6676109378858236,0.44,1.0,0.2236067977499789,0.7142857142857143,2947.295382009276,2.02,True
48,dim_flux,0.6030144970203495,0.901777939068509,1.0,1.0,0.8152140839755516,0.3735788963915746,0.7253900269484695,0.44,1.0,0.2941714540665141,0.8571428571428572,2759.8060360327063,3.35,True
49,hand_drawn,0.5,0.5,1.0,1.0,0.8594712657150123,0.4166666666666666,0.7321000431203502,0.4,1.0,0.25,0.875,4848.0517053591275,0.0,True
49,sup_inf_attribute,0.7218977111671195,0.8137154349627862,1.0,1.0,0.9012747124163316,0.4477801816709229,0.7917616191507952,0.5,1.0,0.3016061696213904,0.875,3806.2007707708,2.43,True
49,sup_inf_doubly,0.7271771538617504,0.8040347571410209,1.0,1.0,0.8779001843151204,0.4576845205664116,0.8027940097381326,0.4,1.0,0.3120200642838722,0.875,3752.652868508693,2.91,True
49,dim_draw,0.6450250769322374,0.8888888888888887,1.0,1.0,0.7431895778568646,0.2086132709275231,0.7571419238266575,0.5555555555555556,1.0,0.1999999999999999,0.75,3967.3342208690387,3.31,True
49,dim_flux,0.7272924634619797,0.7732839247311207,1.0,1.0,0.8825074348109012,0.4962043485893331,0.8021440557825019,0.4,1.0,0.3102724812647924,0.875,3781.146847438806,2.70,True
50,hand_drawn,0.3304986810771362,1.0,1.0,1.0,0.7497986563580737,0.3891848517235566,0.6703979641315958,0.28,1.0,0.3333333333333333,0.5714285714285714,2309.5350568977105,0.0,True
50,sup_inf_attribute,0.3848577826414581,0.9157384696358448,1.0,1.0,0.7590107932543555,0.499628860014552,0.660026251697697,0.3333333333333333,1.0,0.2880540850647115,0.7142857142857143,1994.4122269784184,3.04,True
50,sup_inf_doubly,0.2786563279416966,0.8662966564906072,1.0,1.0,0.7378673615011795,0.2954991690120895,0.6677019196154903,0.28,1.0,0.2596764399672105,0.5714285714285714,2167.308285948353,1.43,True
50,dim_draw,0.348096587420046,0.7499999999999999,1.0,1.0,0.7133582289060391,0.3618208775110142,0.6518259381066798,0.28,1.0,0.2253469547164992,0.5714285714285714,2254.855072043334,1.60,True
50,dim_flux,0.2784460338169777,0.8934842306708967,1.0,1.0,0.739295387292799,0.2868100499878081,0.6706744937844191,0.28,1.0,0.270328337657446,0.5714285714285714,2195.3809036828798,1.26,True
51,hand_drawn,0.4774163823495667,1.0,1.0,1.0,0.870293858926908,0.3099695935816606,0.7477835045348064,0.4074074074074074,1.0,0.3162277660168379,0.8571428571428572,3049.2888178676185,0.0,False
51,sup_inf_attribute,0.6861529725552651,0.9527705794577684,1.0,1.0,0.8611082864707666,0.4354998876189425,0.7389934939010201,0.4074074074074074,1.0,0.2334880846050211,0.8571428571428572,2859.9035307616623,3.56,True
51,sup_inf_doubly,0.6499722315889209,0.8831439120795941,1.0,1.0,0.8847515528819759,0.4476800548997466,0.765075763312001,0.4074074074074074,1.0,0.299359397391329,0.8571428571428572,2628.0459720769986,1.87,True
51,dim_draw,0.5046436472720962,0.8749999999999999,1.0,1.0,0.788819877062189,0.237308117142364,0.7431151874192112,0.52,1.0,0.2253469547164993,0.8571428571428572,2964.4989250896356,2.40,True
51,dim_flux,0.6651240474097238,0.8971000352127172,1.0,1.0,0.8804651373974647,0.4415090881698581,0.7647310786246176,0.4074074074074074,1.0,0.2899371386041292,0.7142857142857143,2659.385838385288,2.42,True
52,hand_drawn,0.3304986810771362,1.0,1.0,1.0,0.7787037219581908,0.2643989448617085,0.6925160910561743,0.3846153846153846,1.0,0.25,0.5714285714285714,3144.3565392468317,0.0,True
52,sup_inf_attribute,0.4879401845275481,0.9616037832458592,1.0,1.0,0.8106036325154582,0.3953359613607847,0.71082335583794,0.2857142857142857,1.0,0.2801214198463115,0.5714285714285714,2787.1463041678635,1.18,True
52,sup_inf_doubly,0.4282490535881701,0.9443070819030068,1.0,1.0,0.788587625217102,0.3676285365611582,0.7352471960950636,0.3846153846153846,1.0,0.270192057937957,0.8571428571428572,2511.6975999374827,2.19,True
52,dim_draw,0.2160003869797353,0.8749999999999999,1.0,1.0,0.7393406947866007,0.2100192385953396,0.7225734866658916,0.5,1.0,0.2253469547164993,0.8571428571428572,2664.970944006648,3.33,True
52,dim_flux,0.385891656308498,0.8513273998919306,1.0,1.0,0.7737062361351973,0.2372325302688855,0.7207763706561043,0.5,1.0,0.2270056452793233,0.8571428571428572,2532.8357144853503,3.04,True
53,hand_drawn,0.375,0.625,1.0,1.0,0.8072353309716164,0.375,0.7755308861697875,0.5,1.0,0.25,0.4285714285714286,2177.695570629689,0.0,True
53,sup_inf_attribute,0.4090721986345603,0.6354899234262719,1.0,1.0,0.8261719995808746,0.4537234324522935,0.7816622320207331,0.5789473684210527,1.0,0.2908629925200225,0.5714285714285714,2002.3698380334943,2.00,True
53,sup_inf_doubly,0.4336406683939117,0.6676263679125318,1.0,1.0,0.8473088218934111,0.4519464863735579,0.79138893947828,0.5,1.0,0.2566016223884615,0.5714285714285714,1996.5459167272472,2.26,True
53,dim_draw,0.375,0.8333333333333336,1.0,1.0,0.7314769097406673,0.373107375659806,0.7318816562979131,0.5789473684210527,1.0,0.1666666666666666,0.5714285714285714,2054.1477814008335,1.41,True
53,dim_flux,0.4388614673562055,0.6747287340515133,1.0,1.0,0.8461825587751103,0.4513025906201258,0.7914649281843511,0.5,1.0,0.2572868664050193,0.4285714285714286,1979.0045994581085,2.36,True
54,hand_drawn,0.5625,0.875,1.0,1.0,0.8165846505709262,0.1999999999999999,0.7939525320337022,0.5652173913043478,1.0,0.2425356250363329,0.7142857142857143,2842.0504213103695,0.0,True
54,sup_inf_attribute,0.5566385745762972,0.9036216886899848,1.0,1.0,0.8167527319453003,0.4198287592706022,0.784150561052047,0.6363636363636364,1.0,0.2561383064582508,0.5714285714285714,2426.8726029441277,2.57,True
54,sup_inf_doubly,0.5881350688950526,0.8605029344134222,1.0,1.0,0.8653278271290594,0.3511782561625418,0.7919459282694893,0.7142857142857143,1.0,0.2376271478440455,0.7142857142857143,2403.81087220354,2.54,True
54,dim_draw,0.480054955422995,0.9999999999999998,1.0,1.0,0.7108376602234797,0.2364384786834018,0.7396726199676094,0.5652173913043478,1.0,0.2518226243734692,0.7142857142857143,2857.2382149998434,2.22,True
54,dim_flux,0.584385878062894,0.8494023401483795,1.0,1.0,0.8643957948323532,0.3459066983705583,0.7918533387717508,0.7142857142857143,1.0,0.2337778506546237,0.7142857142857143,2395.397534585483,2.63,True
55,hand_drawn,0.4375,0.625,1.0,1.0,0.8167002003688882,0.4,0.7729133511955225,0.44,1.0,0.25,0.5714285714285714,3378.855308917602,0.0,True
55,sup_inf_attribute,0.6841180643093661,0.7204498135958718,1.0,1.0,0.8855093654473855,0.4350472537988625,0.7991317772184013,0.6363636363636364,1.0,0.3021922015361844,0.7142857142857143,2971.918259314657,2.35,True
