lattice,algo,AR,Asp,CA,EC,EL,EO,KSM,NP,NEO,NR,NU
8,dim_draw,0.6538579383763043,0.8571428571428573,1.0,1.0,0.7772792644287745,0.2733527172522445,0.8169827734817314,0.5652173913043478,1.0,0.14285714285714288,0.8571428571428572
8,dim_draw_double,0.7808736236724658,0.637824608643365,1.0,1.0,0.9298270680917035,0.4962353567171869,0.8442929520366549,0.5652173913043478,1.0,0.3054384437210083,0.4285714285714286
9,hand_drawn,0.5,0.5,1.0,0.9607843137254902,0.8648653424108975,0.3846153846153846,0.7584091852789804,0.29411764705882354,1.0,0.25,0.75
9,sup_inf_attribute,0.5481945948833732,0.5458017533749131,0.9036107927799375,0.9607843137254902,0.8660369163338909,0.44366878572133805,0.761136614526368,0.3333333333333333,1.0,0.22037793977456444,0.75
9,sup_inf_double,0.5481946215668153,0.5457894629967555,0.9036107560329482,0.9607843137254902,0.8660368919173963,0.4436931795615672,0.7611366318188888,0.3333333333333333,1.0,0.22037794900980767,0.75
9,dim_draw,0.5577158767526091,0.7500000000000004,0.8845682464947819,0.9607843137254902,0.7564721292856172,0.4556503098493647,0.7636023313060704,0.3333333333333333,1.0,0.125,0.75
9,dim_draw_double,0.5481946216713767,0.5456684355845923,0.9036107559448313,0.9607843137254902,0.8660368916631564,0.4439318417249847,0.7611366326919209,0.3333333333333333,1.0,0.220377948706279,0.75
10,hand_drawn,0.5,0.75,1.0,1.0,0.7080438490989563,0.33333333333333337,0.7429689285003748,0.7142857142857143,1.0,0.25,0.8
10,sup_inf_attribute,0.6547280975197007,0.9914211973232728,1.0,1.0,0.8388316847576931,0.32740921999422457,0.8225551500047971,0.8461538461538461,1.0,0.3780906987330113,1.0
10,sup_inf_double,0.5145880428842613,0.8023942182845764,1.0,1.0,0.8413708709605066,0.3672102517152007,0.8630046981906945,1.0,1.0,0.3583964004627003,0.8
10,dim_draw,0.46602498018730343,0.8000000000000002,1.0,1.0,0.6677041525958967,0.455587862087074,0.6863001465520107,0.7142857142857143,1.0,0.2,0.4
10,dim_draw_double,0.5403815246169406,0.7389220864605628,1.0,1.0,0.7518660266900606,0.3812625007777729,0.7982376322286114,0.7142857142857143,1.0,0.3188637228369386,0.8
